symbol,first_pt,consensus_pt,analysis_date,analysis_price,summary,updated_at,analyst_id,quintile_id,price,last_price,buy_price,consensus_upside,first_upsdie,weight
ADMS,9.19,9.19,2017-09-01,15.00,"1/13/21 5.91 ADMS QR: No change in thinking from preliminary 4Q20 and FY20 results announced on 1/13/21. Pass.'\n''\n''\n'12/2/20 4.73 ADMS QR: Cash 93M, burn 12M. Lead drug Gocovri (for dyskinesia in Parkinsons) has peak sales estimates of $500M, but this seems unlikely. It has been on the market since January 2018, but sales are only $19M/quarter (3Q20 revs +36%, Rx +19% yoy). They acquired the global rights to competitor Osmoticas Osmolex on 12/2/20 for $8M, so that de-risks this slightly. But the concern in the CNS space continues to be that the drugs (even the approved ones like Gocovri) simply add no clinical benefit. Their failed phase 3 trial in MS (walking impairment) in December 2019 was another reminder of how limited the science is for these conditions. Pass.'\n''\n'8/7/20 3.40 ADMS QR: Cash 103M, burn 9M. Gocovri peak sales estimates of $500M seem unlikely given sales are only $18M/quarter and Rx growth has ranged from +1% to +13%. There is also a risk that competitor Osmoticas Osmolex will be prescribed off-label for PD-LID (a parkinsons indication). The active ingredient in both Gocovri and Osmolex are the same, though Osmolex never completed two phase 3 trials for this indication (no reason given for discontinuation). Now that the phase 3 trial in MS has read out (and we see that the results are not very meaningful), there is nothing to hope for here. Pass.

CATALYSTS: earnings, 2/1/21 (Gocovri for OFF Paekinsons sNDA PDUFA) '\n''\n'VALUATION:'\n'2021 EPS avg -1.15'\n'price 4.68'\n'fwd PE NA'\n''\n'SEASONALITY: None.

SUMMARY:

EVENTS:'\n''\n'12/2/20 BO: +6%. Inks an agreement with Osmotica Pharmaceutical US LLC settling patent litigation related to Osmolex ER (amantadine). The company will acquire global rights to Osmolex ER for $7.5M.  
'\n'8/6/20 AH: +45%. 2Q20. Cash 103M, burn 9M. Gocovri Rx +13%, +1%, +8% for past 3 quarters. Cash burn down to 9M. Not enough yet to change the thinking. Pass.'\n''\n'5/7/20 AH: -13%. 1Q20. Cash 115M, burn 15M. Gocovri Rx flat at +1% qoq. Total debt 129M. No change in thinking. This is worth zero. Pass.'\n''\n'2/25/20 AH: -7%. 4Q19. Cash 133M, burn 21M. No surprises from preliminary results announced 1/8/20. Pass.'\n''\n'1/8/20 BO: +9%. Announce preliminary 4Q19 results showing Gocovri sequential revs growth of 17% compared with 9% for the two previous quarters. Cash burn also declined from 23M to 17M. Pass. cp 0k.'\n''\n'12/17/19 BO: -42%. Announced that phase 3 INROADS trial for MS patients with walking impairment met its primary endpoint. Results from the study showed that patients taking 274 mg ADS-5102 had a statistically significant improvement in response rate of 21.1% compared to 11.3% taking placebo (p=0.01). However, since response was defined as at least a 20% improvement in walking speed from baseline to 12 weeks post-treatment, as measured by the Timed 25 Foot Walk, this is not very meaningful. It seems that they are not sure they will even continue with program: . . . However, as we did not see the scale of clinical benefit we had hoped for in this study we will fully assess the potential for ADS-5102 in MS patients before determining the extent of our continued investment in this program. Pass. cp 0k.'\n''\n'11/7/19 AH: +20%. 3Q19. Cash 150M, burn 23M. Maybe up in anticipation of December MS data. Gocovri revs still dissapointingly small at 14M, and growth is only 9% qoq. Move from q3 to q5. q3 cp 25k. tp 20k. q5 tp 12k.'\n''\n'9/30/19 BO: -13%. Downgraded from Bank of America. PT cut from $9 to $5. Sees limited uptake for Gocovri in MS since the phase 2 results demonstrated comparable efficacy to standard of care to ACORs Ampyra but a worse safety profile. Lowers adj peak sales estimate from $365M to $324M. q3. cp 39k. tp 21k

8/8/19 AH: -19%. 2Q19. Cash 169M, burn 22M. Not sure why its down so much since the cash burn is improving. My guess is investors dont like that Gocovri new patient growth is only 2% and seems stuck in the 700+ range. They also introduced a one month free trial promotional for Gocovri. Rx growth was 6% and revs growth was 9%. These numbers are certainly nothing to get excited about, but at least its better than past quarters. After 1.5 years on the market, annual sales will end up being in the 50M+ range. Its not looking too good for the current indications. The data readout for MS Walking coming 4Q19 could be a nice boost, but I dont have enough of a comparison of the previous results to the current standard of care say whether its a buying opportunity or not. No action. q3. cp 39k. tp 23k. '\n''\n'6/20/19: Up. Stonepine Capital reports 5.5% stake (5.5M shares), up from 3.6% (984K shares) on March 30. On June 18 they also published positive pooled phase 3 diary data demonstrating that dyskinesia and OFF states occur erratically throughout the waking day in people with Parkinsons disease, and that GOCOVRI demonstrated a reduction in the number, duration, and transitions between episodes of troublesome dyskinesia and OFF experienced daily by patients.Its been up a bit recently but we need to see better sales for this to recover signnificantly. no action. q3. cp 30k. tp 21k.'\n''\n'5/10/19: -6%. 1Q19. Cash 191M, burn 26M. Gocovri net sales were down 12% sequentially, but managment gave some valid reasons (i.e. a higher gross-to-net due to Medicare Part D donut hole rule, new calendar year affecting some private insurance and Part D plans). Still, even before this quarter, the growth was anemic and at only 13M per quarter and growing at 21%, peak sales of 500M are not looking very certain. At least they are putting on hold development of ADS-4101 for epilepsy in order to conserve resources. The hope now lies with label expansions. Has a phase 3 data readout 4Q19 for Multiple Sclerosis walking. Stays in q3. cp 40k. tp 27k.'\n''\n'3/5/19: -30%. 4Q18. Cash 211M, burn 25M. Results had been pre-announced, so this is likely down because they have stopped giving sales guidance for Gocovri. They had originally said that their goal for 2019 was to double the market share to 2%, but now they say that because its still early in the launch, they dont want to give guidance. They also would not comment on their previous long-range target of 20-30% market share. QOQ revs growth continues to decline and is now at +21%. Since revs is still small at 13M per quarter, its likely they will not get to break-even on this indication alone. The stock will likely drift/stay flat until the data readout 2H19, but even good data may not be enough to prop this up. Move from q1 to q3. cp 56k. tp 40k. q4 tp 28k.'\n''\n'1/7/19: +10%. Provides prelim results for 4Q and 2018. The company expects Q4 and FY18 net sales of GOCOVRI to be ~$13.3M and ~$34M, respectively.'\n''\n'11/1/18: -25%. 3Q18 Investors did not like management comments about market share. They met their goal of 1% for 2018, but their goal is only 2% for 2019.'\n''\n'10/5/18: BoA downgrades. A survey of doctors showed a higher-than-expected dropout rate for Parkinson\'s med GOCOVRI (amantadine) due to the high cost and difficulty in securing prior authorizations from payers. There is also looming competition from pending IPO Osmotica Pharmaceuticals (OSMT), which plans to launch an extended-release formulation of amantadine, branded as Osmolex ER, this quarter.'\n''\n'8/2/18: +15% AH. 2Q18 saw a solid beat on both top and bottom line. Commercialization of Gocovri is going very well. Management think some payers will cover competitor Osmolex, but since they have no clinical data to back up their claims of efficacy, they dont think the off-label use will be so widespread.

5/4/18: -5%. 1Q18 saw commercialization of Gocovri on January 8.

PIPELINE:

Gocovri (Levodopa-induced Dyskinesia in Parkinsons Disease (PD)): Approved August 2017 as first and only treatment for this indication. Commercialized January 8, 2018. Levodopa is most effective therapy for PD but long-term usage is associated with dyskinesia. This is one reason why not commonly prescribed to patients under 50.

Priced at 28,500/yr. Market size 150K-200K in US. Management long-term target is 25-30% market share. Using midpoint of 175K gives about 5B in sales. Assuming 10% market share gives 500M. Wall St peak sales are 250M-500M.'\n''\n'On 10/8/18 (2) they announced final results from a 2-yr phase 3 study that showed a sustained treatment effect in reducing dyskenesia. The safety profile remained consistent with previous results.

2/20/18: Steady decline over 20% on news that Osmolexs Osmotica has been approved by FDA for Parkinsons disease and drug-induced extrapyramidal reactions in adult patients. Osmotica has the same active ingredient as Gocovri, so the concern is that physicians will prescribe it off-label for PD-LID since it may be cheaper. Osmotica was granted Orphan designation in 2015 for a PD-LID trial, but the trial was terminated (no info as to why), so they have no efficacy data for this indication. They also concurrently have filed an action in Delaware federal court requesting a declaratory judgement that Osmolex does not infringe on ADMS patents. There is much debate on SA as to whether this is a material event or not for ADMS. ADMS management said on the 4Q17 call that the extent of the similarities is only the active ingredient.   

ADS-5102 (MS Walking): Phase 3 INROADS initiated 2Q18. Only one FDA-approved drug for MS walking, only effective in a subset of population. Announced positive phase 2 data on 2/1/18 (1) which showed a statistically significant 17 percent improvement in walking speed from baseline and that a greater proportion of ADS-5102-treated patients experienced at least a 20 percent improvement in walking speed from baseline.

ADS-5102 was generally well tolerated in this study population. One serious adverse event was reported in the study, suspected serotonin syndrome, reported as drug related by an investigator. The most frequent adverse events (AEs) reported in the ADS-5102 treatment group were dry mouth, constipation and insomnia. Five ADS-5102 patients and no placebo patients discontinued treatment due to AEs.

ADS-5102 (PD additional indication): Phase 2 complete.

ADS-4101 (Epilepsy partial onset seizures): Phase 1 complete.

Namenda XR (Alzheimers dementia): Allergan is commercial lead.

Namzaric (Alzheimers dementia): Allergan is commercial lead.'\n''\n'SOURCES:'\n'1. <a href=""http://ir.adamaspharma.com/news-releases/news-release-details/adamas-announces-publication-ads-5102-phase-2-clinical-trial"" style=""background-color: rgb(255, 255, 255); --darkreader-inline-bgcolor:#181a1b;"" data-darkreader-inline-bgcolor="""">http://ir.adamaspharma.com/news-releases/news-release-details/adamas-announces-publication-ads-5102-phase-2-clinical-trial</a>'\n'2. <a href=""https://seekingalpha.com/news/3395748-adamas-pharmas-gocovri-shows-long-term-treatment-effect-late-stage-parkinsons-study"" style=""background-color: rgb(255, 255, 255); --darkreader-inline-bgcolor:#181a1b;"" data-darkreader-inline-bgcolor="""">https://seekingalpha.com/news/3395748-adamas-pharmas-gocovri-shows-long-term-treatment-effect-late-stage-parkinsons-study</a>",,3,6,5.23,5.91,0,0,0,0.00
ADNT,63.69,0.00,2018-04-06,63.69,"ADNT THESIS: After getting a nice boost from activist Blue Harbor Group in the fall of 2017, ADNT has dropped from 80 to 60 on tough 1Q18 headwinds. The automotive seat manufacturer is facing serious margin compression issues from commodity prices, launch inefficiencies, etc. and it�s not yet clear if their steps to address these issues will be immediately successful. Pass.

CATALYSTS: earnings

VALUATION: PT 63.90 (current price)

2018 Adjusted net income midpoint guidance				720M
Mkt cap									6000M
Forward PE									8

SUMMARY: ADNT is an automotive seat manufacturer that just signed a joint venture to expand into airline seat manufacturing. At the moment though, they are experiencing strong margin headwinds, and it�s best to wait to see if their SGA reduction strategy of 150bps will be enough to change market sentiment.

EVENTS:

1/29/18: Continued slide on 4Q17. Revs 4.2B, +4%. Adjusted EBIT 163M, -42% (margin 3.9%). Adjusted net income 99M, EPS 1.06, -48%. Net debt 3.1B, net leverage 2.07x. OCF -127M.

2018 guidance
Revs 17-17.2B (no change)
Adjusted EBIT 0.975-1.025B (previously 1.28-1.33B)
Equity income 400M (previously 435M)
Adjusted EBITDA 1.4-1.45B (previously 1.7-1.75B)
Interest expense 135M (no change)
Tax rate 8-9% (previously 11%)
Adjusted net income 700-740M (previously 940-980M)
Capex 575-600M (no change)
FCF 225M (previously 525M)

1/17/18: -7% as 1Q18 results will be significantly hurt by headwinds affecting the SS&M business. Margins will likely take a modest step backwards for 2018. The headwinds are commodity prices/availability (mainly steel), launch inefficiencies (complexity associated with global programs, demand outpacing supply resulting in additional outsourcing/tooling), steel supply constraints driving freight costs, and the cost of customer interruption.

1/16/18: Announce 51%/49% joint venture with Boeing to manufacture airplane seats. The total addressable market for commercial airline seating is 4.5B, expected to grow to 6B by 2026. Anticipated margins for Adient Aerospace will exceed margins for automotive seating business. 

9/15/17: +5% Blue Harbor Group has built a 6.2% based on the belief that ADNT can dramatically improve its margins, boost share buybacks, and rework its joint ventures in China.

August 2017: Blue Harbor Group (a �friendly activist� investor) discloses 3.7% stake.",,3,6,17.90,0.00,0,0,0,0.00
ADRO,0.00,0.00,2020-10-26,14.60,"10/26/20 ADRO QR: Cash , burn . ADRO is a biotech but google search takes you to Chinook Therapeutics website, which looks like they focus on kidney indications. Not clear what's going on. Pass.'\n''\n'CATALYSTS:'\n''\n'VALUATION: '\n'2021 EPS avg '\n'price'\n'fwd PE'\n''\n'LIQUIDITY:'\n'as of 6/30/20'\n'current debt M'\n'long-term debt M'\n'
SEASONALITY:'\n''\n'SUMMARY:'\n''\n'EVENTS:'\n''\n'PIPELINE:'\n''\n'GLOSSARY:'\n''\n'SOURCES:'\n''\n'",,3,6,0.00,14.60,0,0,0,0.00
ADTN,0.00,10.40,2020-02-19,8.60,"ADTN QR: Cash 107M, burn 3M. ADTN is a leading global provider of networking and communications equipment. Their innovative solutions and services enable voice, data, video and internet communications across a variety of network infrastructures. The stock has come down starting in 2018 due to a 20% decline in 2018 revs, primarily attributable to the termination of a multi-city broadband project, resulting from a merger-related review and slowdown in spending at a domestic Tier 1 customer. Even if they return to 2017 revs levels, net income would only be $24M. The current mkt cap of $431M would give a forward PE of 18x. Pass.'\n''\n'CATALYSTS:'\n''\n''\n'VALUATION:'\n''\n'2021 EPS avg 0.17'\n'price 8.60'\n'fwd PE 51'\n''\n'LIQUIDITY:'\n''\n''\n'SEASONALITY:'\n''\n''\n'SUMMARY:'\n''\n''\n'EVENTS:'\n''\n''\n'10/10/19 BO: -20%. Posted preliminary Q3 estimates that warned of substantial slowdowns at two Tier 1 customers -- Telmex (where its pausing shipments) and Deutsche Telekom. The company expects revenues will be about $114M, well below expectations for $140.3M, and EPS at -$0.06 vs. consensus for $0.03.'\n''\n''\n'7/17/19 AH: -23%. 2Q19 earnings beat was offset by poor guidance. ADTN expects Q3 revenue of $130-150M versus the $161M consensus, citing an expected spending slowdown by a large European customer.'\n''\n''\n'PIPELINE:'\n''\n''\n'GLOSSARY:'\n''\n''\n'SOURCES:",,3,6,12.61,8.60,0,0,0,0.00
ADVM,0.00,0.00,2021-03-14,0.00,ADVM QR:'\n''\n''\n'CATALYSTS:'\n''\n''\n'VALUATION:'\n''\n''\n'LIQUIDITY:'\n''\n''\n'SEASONALITY:'\n''\n''\n'SUMMARY:'\n''\n''\n'EVENTS:,,3,6,17.20,0.00,0,0,0,0.00
AEM,0.00,0.00,2020-07-06,62.91,"7/6/20 AEM QR: AEM is a mining company (mainly gold, but exploring for other metals) with properties in Canada, Mexico, and Finland. Good company but doesnt seem mispriced. Pass.

CATALYSTS:

VALUATION: 
2021 EPS avg 2.66
Price 62.91
Fwd PE 24x

LIQUIDITY:

SEASONALITY:

SUMMARY:

EVENTS:

PIPELINE:

GLOSSARY:

SOURCES:
'\n''\n'",,3,6,0.00,62.91,0,0,0,0.00
AERI,0.00,28.54,2020-10-23,9.43,"10/23/20 9.43 AERI QR: Cash 242M, burn 33M (includes 10M of stock compensation). AERI is a biotech focused on eye treatments for glaucoma, dry eye, etc. The stock climbed to $75/share during 1H18 on a mix of continued good results and regulatory updates for lead candidates Roclatan and Rhopressa (both for glaucoma), but has since drifted down to $9/share on repeated sales guidance reductions for both drugs. As of 2Q20, combined sales were only $18M (+14%), casting serious doubt on management's combined global peak sales estimate of $1B (1). It's still only been 1-2 years since the US launches, but even with eventual approval in the EU and Japan this figure seems very exaggerated. The rest of their pipeline is early stage, and as with other eye companies such as OCUL, I am skeptical of their claim that there are 27M untreated dry eye patients in need of a new alternative. Foresite Capital bought about $20M worth of shares around $22/share during Fall 2019 (9), but it's difficult to justify that the stock is mispriced. Pass. '\n''\n'CATALYSTS:'\n''\n'VALUATION: '\n'2021 EPS avg -2.32'\n'price'\n'fwd PE'\n''\n'LIQUIDITY:'\n'as of 6/30/20'\n'current debt M'\n'long-term debt M'\n'
SEASONALITY:'\n''\n'SUMMARY:'\n''\n'EVENTS:'\n''\n'July 2018 - October 2020: Decline to $9. Due to a combination of disappointing early sales data from Roclatan and Rhopressa (management reduced sales guidance more than once). Also, the eye space continues to get more crowded. '\n''\n'2017 - July 2018: Climbs to $75. The increase is due to a mix of continued good results and regulatory updates for Roclatan (Mercury 1 and Mercury 2 trials) and Rhopressa (NDA manufacturing issue resolved). '\n''\n'9/14/16 AH: Big jump. announcement of successful results in a Phase 3 clinical trial, Mercury 1, assessing Roclatan (netarsudil/latanoprost ophthalmic solution) 0.02%/0.005% for lowering intraocular pressure (IOP) in patients with glaucoma or ocular hypertension. The study met its primary endpoint of showing superiority over each of its components, Rhopressa (netarsudil ophthalmic solution) 0.02% and latanoprost, as measured by baseline IOPs from above 20 to below 36 mmHg for each of nine time points. In addition, Roclatan lowered average IOP to 16 mmHg or lower in 61% of patients, significantly higher that the comparator arms. Normal eye pressure ranges from 12 - 22 mmHg.'\n''\n'PIPELINE:'\n''\n''\n'RHOPRESSA (reduction of IOP in patients with OAG or OHT): US launch April 2018. Once-daily drop. '\n''\n''\n'ROCKLATAN (reduction of IOP in patients with OAG or OHT): US launch May 2019. Once-daily combo drop of Rhopressa and latanoprost, the most widely-prescribed drug for the treatment of patients with open-angle glaucoma. Management peak sales estimate $1B (for both Rhopressa and Rocklatan) and 40% glaucoma market share (1). As of October 2020 Rhopressa had 1% glaucoma market share (2, slide 5). The goal is to take market share from Latanaprost (43%). In Europe the market leaders are latanaprost (20%) and Ganfort (20%). They have shown non-inferiority against Ganfort (which is not approved in the US) and requires a 2x-4x daily dose, so the once-daily dosing is the only advantage here. They have shown better efficacy against Rhopressa alone and latanoprost alone (4, slide 5) (about 20% better than either), but it's not clear how game-changing the combined benefit is. Also, some doctors were simply prescribing Rhopressa + generic latanoprost, which does require taking two drops instead of one. Rocklatan costs $300/month (5), Rhopressa costs $300/month (6), and generic latanoprost costs $10/month. Pfizer's Xalatan (latanoprost) did $1B+ in sales in 2003 (8) but is now generic. Peak sales estimates seem very inflated.'\n''\n''\n'TRPM8/JAKi/KKbi (dry eye): Two candidates in phase 1/2 or below. Novel mechanism of action involving modulation of cold thermoreceptor. Management claims that the market is underserved, as there are 30M people in the US who suffer from dry eye but only 3M are treated (2, slide 11). As with OCUL, I remain skeptical of the unmet need here. This space is already very crowded with Restasis the market leader at $1.1B in annual sales (about 70% market share). '\n''\n'GLOSSARY:'\n'IOP: intraocular pressure'\n'OAG: open-angle glaucoma'\n'OHT: ocular hypertension'\n''\n'SOURCES:'\n'1. https://www.fool.com/investing/2019/11/19/aerie-pharmaceuticals-glaucoma-rhopressa-rocklatan.aspx'\n'2. October 2020 presentation: https://investors.aeriepharma.com/static-files/f43f2ab0-ddab-438b-8d42-e5d02a26d1e1'\n'3. https://seekingalpha.com/article/4352314-aerie-looks-modestly-undervalued-despite-high-cash-burn'\n'4. May 2020 presentation: https://investors.aeriepharma.com/static-files/ced82e9d-ff6e-4f51-a0a2-1f772a42441f'\n'5. https://www.goodrx.com/rocklatan'\n'6. https://www.goodrx.com/rhopressa'\n'7. https://www.goodrx.com/latanoprost'\n'8. https://www.sec.gov/Archives/edgar/data/78003/000095012304003064/y94722e10vk.htm'\n'9. http://openinsider.com/search?q=aeri'\n''\n'",,3,6,14.42,9.43,0,0,0,0.00
AERO,0.00,0.00,2020-10-21,2.82,"10/21/20 AERO QR: Cash 9M, burn 0M. AERO sells indoor gardening systems (both to retailers and directly to consumers) that allow people to grow cooking herbs, tomatoes, etc. year-round in the kitchen. Majority owner (81%) SMG Growing Media offered to buy the remaining shares for $1.75/share on 8/19/20, when the shares were trading at almost $6/share. It obviously seems like a very lowball offer. But since AERO has hovered around break-even for the past two years and FY20 revenues of $39M only grew at 14%, it's difficult to know what the shares are actually worth. Pass.'\n''\n'CATALYSTS:'\n''\n'VALUATION: '\n'2021 EPS avg NA'\n'price '\n'fwd PE'\n''\n'LIQUIDITY:'\n'as of 6/30/20'\n'current debt 0M'\n'long-term debt 1M'\n'
SEASONALITY:'\n''\n'SUMMARY:'\n''\n'EVENTS:'\n''\n''\n'8/19/20 AH: -30%. Majority owner (81%) SMG Growing Media (owners of Scott's Miracle Grow) offers to buy the remaining shares at $1.75/share and take AERO private.'\n''\n'PIPELINE:'\n''\n'GLOSSARY:'\n''\n'SOURCES:'\n''\n'",,3,6,0.00,2.82,0,0,0,0.00
AEYE,0.00,0.00,2020-10-21,17.33,"10/21/20 17.33 AEYE QR: Cash 9M, burn 1M (guidance is for becoming cashflow positive in 2021). AEYE is a SaaS company that provides website owners with a simple way to identify and correct any deficiencies on their website that are out of compliance with the Americans With Disabilities Act (ADA) (i.e. offering different font and color schemes, audio settings, etc.). The annual growth rate is impressive at 100%+, but revenues are still small at only $5M per quarter. It seems like a convenient service that they offer, but it's difficult to know if this is still mispriced after the big run-up during mid-2020. Pass.'\n''\n'CATALYSTS:'\n''\n'VALUATION: '\n'2021 EPS avg -0.19'\n'price 17.33'\n'fwd PE NA'\n''\n'LIQUIDITY:'\n'as of 6/30/20'\n'current debt 0M'\n'long-term debt (term loan) 1M'\n'
SEASONALITY:'\n''\n'SUMMARY:'\n''\n'EVENTS:'\n''\n'PIPELINE:'\n''\n'GLOSSARY:'\n'ADA: Americans With Disabilities Act'\n''\n'SOURCES:'\n''\n'",,3,6,43.24,17.33,0,0,0,0.00
AFI,0.00,0.00,2020-11-03,2.85,"11/3/20 2.85 AFI QR: Cash 22M, burn. AFI sells resilient flooring products used in the construction and renovation of commercial, residential, and institutional buildings in North America and the Pacific Rim. The stock drifted down from $20/share in 2017 on deteriorating operating performance, and they have still not earned a profit since 2016. This SA article (1) says that the market is not pricing in their 27-acre factory/warehouse in LA, which tax records show as being assessed at $40M. But they have discussed trying to sell it for some time, it's listed on the balance sheet as an asset ($19M) held-for-sale, and $30M of available credit will be withheld starting 4Q20 until the property is sold. It doesn't seem like a catalyst that is going to surprise the market. The also have total liabilities of $264M, so there is no positive net cash position even if the property is sold. Pass.'\n''\n'CATALYSTS:'\n''\n'VALUATION: '\n'2021 EPS avg NA (2019 guidance was for adj EBITDA of $23M and capex of $30M before being withdrawn)'\n'price'\n'fwd PE'\n''\n'LIQUIDITY:'\n'as of 9/30/20'\n'current debt 8M'\n'long-term debt 62M'\n'postretirement benefit liabilities 56M'\n'pension benefit liabilities 11M'\n'total liabilities 264M'\n'
SEASONALITY:'\n''\n'SUMMARY:'\n''\n'EVENTS:'\n''\n''\n'2017: Beginning of decline from $20/share. Declining sales, poor expense management.'\n''\n'PIPELINE:'\n''\n'GLOSSARY:'\n''\n'SOURCES:'\n''\n'",,3,6,0.00,2.85,0,0,0,0.00
AFIB,0.00,0.00,2020-10-16,26.17,"10/16/20 AFIB QR: Cash 193M, burn 23M. AFIB  is a medtech company that manufactures a range of tools for catheter-based ablation procedures to treat various arrhythmias (rapid heartbeat) in the United States and internationally. Its lead product is the AcQMap console and workstation, an advanced imaging and mapping system for physicians to map, treat, re-map, and adjust additional heart therapy as needed. In 2019, the global cardiac ablation market was $883M (1), and AFIB's annualized revenue is still small at under $10M, so there is room to grow. Management claims that their systems provide unmatched mapping speed and precision, but this would be difficult to verify, as the field is very crowded. Pass.'\n''\n''\n'CATALYSTS:'\n''\n'VALUATION: '\n'2021 EPS avg -2.67'\n'price 26.17'\n'fwd PE NA'\n''\n'LIQUIDITY:'\n'as of 6/30/20'\n'current debt 4M'\n'long-term debt 39M'\n'
SEASONALITY:'\n''\n'SUMMARY:'\n''\n'EVENTS:'\n''\n'PIPELINE:'\n''\n'GLOSSARY:'\n''\n'SOURCES:'\n'1. https://seekingalpha.com/article/4362967-ipo-update-acutus-medical-proposes-ipo-terms'\n''\n'",,3,6,0.00,26.17,0,0,0,0.00
